Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
XIYBKNUQOILLJU-HPHMPNDVNA-N,CHEMBL565251,1509,N,3.45,chembl20,589769,9606,CTSD,998,C1(=NC(C=2N1CCCN2)(C3=CC(=CC=C3)OC)C4=CC=CC=C4)N
VXSROGKYXWCOFN-UHFFFAOYNA-N,CHEMBL1941007,1509,N,4.5,chembl20,797830,9606,CTSD,998,C1=CC=C2N=C(C3=CC=CC=N3)N(CC(C=4C=CC(=CC4)Cl)=O)C2=C1
UIPKFDFRAFOYMJ-UHFFFAOYNA-N,CHEMBL1941008,1509,N,4.41,chembl20,797830,9606,CTSD,998,C1=CC=C2N=C(C3=CC=CC=N3)N(CC(C=4C=CC=CC4N(=O)=O)=O)C2=C1
CTEOJQGHYWPXFG-UHFFFAOYNA-N,CHEMBL1941009,1509,N,4.75,chembl20,797830,9606,CTSD,998,C1=CC=C2N=C(C3=CC=CC=N3)N(CC(C=4C=CC(=CC4)N(=O)=O)=O)C2=C1
AIKOTXHNUIYVMD-QVUQFMIFNA-N,CHEMBL604590,1509,N,3.91,chembl20,612757,9606,CTSD,998,C1(N=C(N)N(C1=O)C)(C2=CC=CC(=C2)C=3C=CC=NC3)C4=CC=NC=C4
DHZIIPKFSBNMSF-QVUQFMIFNA-N,68321924,1509,A,5.43074,pubchem,741674,9606,CTSD,998,FC1=NC=CC=C1C2=CC=3C4(N=C(N(C4=O)C)N)CC(OC3C=C2)(C)C
DCRSZXJBBQEETJ-HPHMPNDVNA-N,CHEMBL2349502,1509,N,4.42,chembl20,954242,9606,CTSD,998,C12(C(N(C(=N1)N)C)=O)CC(C)(C)OC3=C2C=C(C=C3)C=4C=CC=CN4
ADMMMBVWAVNVKS-TWSYTRIPNA-N,CHEMBL583213,1509,N,3.82,chembl20,589762,9606,CTSD,998,C1(=NC(C=2C=CC=C(C2)C(C)(C)C)(C3=CC=CC=C3)C=4N1CCCN4)N
ABAOMGTVATUZIR-HPHMPNDVNA-N,CHEMBL1824351,1509,N,4.52,chembl20,767495,9606,CTSD,998,C1(C(N(C(N)=N1)C)=O)(C=2C=CC=C(C2)C3=CN=CN=C3)C4=CSC(=C4)Cl
BGCGXOOJJMGOQV-MRSUPTMINA-N,CHEMBL584694,1509,N,4.81,chembl20,597056,9606,CTSD,998,C1C2CC3CC1CC(C4(C(N(C)C(=N4)N)=O)C5=CC=C(C=C5)OC)(C2)C3
BEGDFQNYAHOPGF-QVUQFMIFNA-N,CHEMBL2349498,1509,A,5.6,chembl20,954242,9606,CTSD,998,C12(C(N(C(=N1)N)C)=O)CC(C)(C)OC3=C2C=C(C=C3)C4CCCCC4
CAPHIWIAVKZGOU-QVUQFMIFNA-N,71624686,1509,A,6.39362,pubchem,741674,9606,CTSD,998,ClC=1C=C(C2=CC=3C4(N=C(N(C4=O)C)N)CC(SC3C=C2)(C)C)C=NC1
HANZPKHAZCWEQZ-QVUQFMIFNA-N,CHEMBL2349487,1509,N,4.93,chembl20,954242,9606,CTSD,998,C12(N=C(OC1)N)CC(C)(C)CC3=C2C=C(C=C3)C4=CC(=CN=C4)Cl
GXHBPHNVZKIEND-QVUQFMIFNA-N,66684245,1509,A,5.09173,pubchem,741674,9606,CTSD,998,ClC=1C=C(C2=CC=3C4(N=C(SC4)N)CC(CC3C=C2)(C)C)C=NC1
GVUGSHHDPCGBJP-QVUQFMIFNA-N,CHEMBL2349464,1509,N,4.31,chembl20,954242,9606,CTSD,998,C12(COC(=N1)N)CC(C)(C)CC3=C2C=C(C=C3)C4=CC(=CN=C4)F
AOGBXAFIKRFUPJ-HPHMPNDVNA-N,CHEMBL1824354,1509,N,4.66,chembl20,767495,9606,CTSD,998,C1(C2=CSC=C2)(C(N(C(=N1)N)C)=O)C=3C=CC=C(C3)C=4C=NC=CC4
CMYIUDXGRYVNQW-MRSUPTMINA-N,CHEMBL1090027,1509,N,4.76,chembl20,625149,9606,CTSD,998,C1(N=C(N)N(C1=O)C)(C2=CC=CC(=C2)C=3C=CC=NC3F)C4=CC=NC=C4
GCIHPVGAAJVLEF-SDRQFZCRNA-N,CHEMBL1824346,1509,N,4.58,chembl20,767495,9606,CTSD,998,C1(C(N(C(N)=N1)C)=O)(C=2C=CC=C(C2)C3=CN=CN=C3)C4=CSC=C4
CPTSXKPUIKUWDU-PECIQRARNA-N,CHEMBL2177324,1509,N,4.77,chembl20,874924,9606,CTSD,998,N=1C2(COC1N)C3=CC(=CC=C3OC4=C2C=C(C=C4)OC)C5=C(C=CC=C5)Cl
KODRKDOVQWYORQ-WXLVMSPONA-N,CHEMBL1271343,1509,N,4.28,chembl20,674724,9606,CTSD,998,C1(=N[C@@](C(=O)N1C)(C2=CC=CC=C2)C3=CC=C(C=C3)OC(F)F)N
LVSDEOGFBMASFA-TWSYTRIPNA-N,71624688,1509,A,5.91222,pubchem,741674,9606,CTSD,998,ClC=1C=C(C2=CC=3C4(N=C(N(C4=O)CC)N)CC(OC3C=C2)(C)C)C=CC1
METABQXTPBWILS-PECIQRARNA-N,CHEMBL2177311,1509,N,4.9,chembl20,874924,9606,CTSD,998,C1(COC(=N1)N)(C=2C=CC=C(C2)C3=CC=CC(=C3)Cl)C4=CC=C(C=C4)OC
IVIUBEQESHCKKY-HPHMPNDVNA-N,68321915,1509,A,5.06495,pubchem,741674,9606,CTSD,998,O1C(CC2(N=C(N(C2=O)C)N)C3=C1C=CC(=C3)C4=CC=CN=C4)(C)C
IGDYOIZCZLFYRW-UHFFFAOYNA-N,CHEMBL1941005,1509,N,4.67,chembl20,797830,9606,CTSD,998,C1=CC=C2N=C(C=3C=CC=CN3)N(CC(C4=CC=CC(=C4)N(=O)=O)=O)C2=C1
IZLPDQBUWJIUNQ-SDRQFZCRNA-N,71624687,1509,A,5.51258,pubchem,741674,9606,CTSD,998,S1C(CC2(N=C(N(C2=O)C)N)C3=C1C=CC(=C3)C=4C=NC=NC4)(C)C
INXKKZAEXZKHNZ-FJZQVSOHNA-N,CHEMBL2349471,1509,N,4.05,chembl20,954242,9606,CTSD,998,[C@]12(COC(=N1)N)CC(C)(C)CC3=C2C=C(C=C3)C4=CN=CN=C4
PKQGPMLILUJFKM-QVUQFMIFNA-N,71624470,1509,A,5.79425,pubchem,741674,9606,CTSD,998,ClC=1C=C(C2=CC=3C4(N=C(N(C4=O)C)N)CC(OC3C=C2)(C)C)C=NC1
OZENSZJUVFBIIA-NUXNRKMRNA-N,CHEMBL3127101,1509,N,4.62,chembl20,1295589,9606,CTSD,998,C1(=N[C@]2(C(N1C)=O)[C@@H]3[C@@H](OC=4C=CC(=CC42)Br)CCOC3)N
RFRRGWXFYJGVKX-TWSYTRIPNA-N,CHEMBL2177314,1509,N,4.32,chembl20,874924,9606,CTSD,998,C1(COC(=N1)N)(C2=CC=CC(=C2)C=3C=CC(=NC3)F)C4=CC=C(C=C4)OC
REMPOZYKQCXDDL-QGIWTRRZNA-N,CHEMBL69128,1509,A,5.53,chembl20,45186,9606,CTSD,998,N1C(S/C(/C1=O)=C\C=2C=CC(COC3=C(C(O)=CC=C3)CCC)=CC2)=S
RDWGKVFCNRXSNW-MRSUPTMINA-N,CHEMBL598876,1509,N,4.52,chembl20,625149,9606,CTSD,998,C1(N=C(N)N(C1=O)C)(C=2C=CC=C(C2)C3=CC=CC=C3)C4=CC=NC=C4
QVGLQSOIBUMPNK-SDRQFZCRNA-N,CHEMBL2349607,1509,N,4.83,chembl20,954242,9606,CTSD,998,C12(C(N(C(=N1)N)C)=O)CC(C)(C)OC3=C2C=C(C=C3)C4=CN=CN=C4
QZGOMZOGZCMFCJ-QVUQFMIFNA-N,CHEMBL2177339,1509,N,4.43,chembl20,874924,9606,CTSD,998,N=1C2(COC1N)C3=CC(=CC=C3OC4=C2C=C(C=C4)OC)C5=CN=CN=C5
QZWZVYCEECVWOE-QVUQFMIFNA-N,CHEMBL2349611,1509,A,5.36,chembl20,954242,9606,CTSD,998,C12(C(N(C(=N1)N)C)=O)CC(C)(C)OC3=C2C=C(C=C3)C4=CC=CC=C4
QOSNPHUJYRNMGO-MRSUPTMINA-N,53494692,1509,A,5.75449,pubchem,741674,9606,CTSD,998,FC1=NC=CC=C1C2=CC=3C4(N=C(N(C4=O)C)N)CC(CC3C=C2)(C)C
QQLKHPXVRFVHMI-UHFFFAOYNA-N,CHEMBL1941015,1509,N,4.67,chembl20,797830,9606,CTSD,998,C1=CC=C2N=C(C3=CC=CC=N3)N(CC(C4=CC(=CC=C4OC)OC)=O)C2=C1
UKACQFCXAAAWAE-CFMLYTLWNA-N,CHEMBL1222240,1509,N,4.38,chembl20,651540,9606,CTSD,998,C12=CC=C(C=C1N=C(N2[C@@H](CC)CC(NCC3CCCCC3)=O)N)Cl
MMHQCENUMPAZLG-UHFFFAOYNA-N,CHEMBL1941006,1509,N,4.55,chembl20,797830,9606,CTSD,998,C1=CC=C2N=C(C=3C=CC=CN3)N(CC(C4=CC=C(C(=C4)O)O)=O)C2=C1
MPQDZTDGJUCWQL-MRSUPTMINA-N,68322076,1509,A,6.13371,pubchem,741674,9606,CTSD,998,ClC=1C=C(C2=CC=3C4(N=C(N(C4=O)C)N)CC(OC3C=C2)(C)C)C=CC1
NKHRLQPRZCHQJE-PECIQRARNA-N,CHEMBL2177325,1509,N,4.45,chembl20,874924,9606,CTSD,998,N=1C2(COC1N)C3=CC(=CC=C3OC4=C2C=C(C=C4)OC)C5=CC(=CC=C5)Cl
MVTVKWUNLOATLP-TWSYTRIPNA-N,CHEMBL565250,1509,N,3.59,chembl20,589769,9606,CTSD,998,C1(=NC(C=2C=CC=C(C2)C(F)(F)F)(C3=CC=CC=C3)C=4N1CCCN4)N
NNOWXMJGJLIDEA-MRSUPTMINA-N,CHEMBL2349489,1509,N,4.35,chembl20,954242,9606,CTSD,998,N1=C(SCCC12CC(C)(C)CC3=C2C=C(C=C3)C4=CC(=CN=C4)Cl)N
LNJSOHPMNUFUKA-HPHMPNDVNA-N,CHEMBL1091441,1509,N,4.5,chembl20,625149,9606,CTSD,998,C1(N=C(N(C1=O)C)N)(C=2C=CC=C(C2)C=3C=CSC3)C4=CC=NC=C4
NWMFBKUHCMUGKM-PECIQRARNA-N,CHEMBL2177322,1509,N,4.57,chembl20,874924,9606,CTSD,998,N=1C2(COC1N)C3=CC(=CC=C3OC4=C2C=C(C=C4)OC)C5=CC(=CC=C5)C
OBYZGFIQLJUGCH-TWSYTRIPNA-N,CHEMBL2177335,1509,N,4.8,chembl20,874924,9606,CTSD,998,N=1C2(COC1N)C3=CC(=CC=C3OC4=C2C=C(C=C4)OC)C=5C(=NC=CC5)F
WCJQDRXUNINKDD-TWSYTRIPNA-N,CHEMBL2177315,1509,N,4.9,chembl20,874924,9606,CTSD,998,C1(COC(=N1)N)(C2=CC=CC(=C2)C=3C=CC=NC3F)C4=CC=C(C=C4)OC
XFVFKAMOKMDRPU-HPHMPNDVNA-N,CHEMBL2349503,1509,N,4.3,chembl20,954242,9606,CTSD,998,C12(C(N(C(=N1)N)C)=O)CC(C)(C)OC3=C2C=C(C=C3)C=4C=CN=CC4
VXJSSKWZJQSEGW-QVUQFMIFNA-N,68322184,1509,A,5.17005,pubchem,741674,9606,CTSD,998,FC=1C=C(C2=CC=3C4(N=C(N(C4=O)C)N)CC(OC3C=C2)(C)C)C=NC1
SXYPETJOWBBGQK-QVUQFMIFNA-N,CHEMBL1824356,1509,N,4.89,chembl20,767495,9606,CTSD,998,C1(C(N(C(=N1)N)C)=O)(C=2C=CC(=C(C2)C=3C=NC=CC3)F)C4=CSC=C4
UPOMBIAVTOFWMY-HPHMPNDVNA-N,CHEMBL2349480,1509,N,4.99,chembl20,954242,9606,CTSD,998,C12(C(N(C(=N1)N)C)=O)CC(C)(C)CC3=C2C=C(C=C3)C4=CN=CN=C4
VCKGJRZFNMIOEB-QVUQFMIFNA-N,CHEMBL1824355,1509,A,5.1,chembl20,767495,9606,CTSD,998,C1(C(N(C(=N1)N)C)=O)(C=2C=CC=C(C2)C=3C(=NC=CC3)F)C4=CSC=C4
VAZIEHLSWRALTQ-TWSYTRIPNA-N,CHEMBL2177337,1509,N,4.35,chembl20,874924,9606,CTSD,998,N=1C2(COC1N)C3=CC(=CC=C3OC4=C2C=C(C=C4)OC)C=5C=C(N=CC5)Cl
TVFYWSHHVQUWML-QHYHTWEBNA-N,CHEMBL1271451,1509,N,4.5,chembl20,674724,9606,CTSD,998,C1(=N[C@@](C(=O)N1C)(C2=CC=CC=C2)C=3C=CC(=CC3)OC(F)(F)F)N
TWFCSUNZDWGKTE-HPHMPNDVNA-N,CHEMBL1090025,1509,N,4.33,chembl20,625149,9606,CTSD,998,C1(N=C(N(C1=O)C)N)(C=2C=CC=C(C2)C=3C=COC3)C4=CC=NC=C4
AKFBQSJHYZJFIG-UHFFFAOYNA-N,CHEMBL85305,1509,A,5.82,chembl20,45153,9606,CTSD,998,S(C1=C(C(Cl)=CC(=C1)Cl)O)(NC2=CC=C(SC3=NC=4C=CC(=CC4S3)OCC)C=C2)(=O)=O
AMJUTMRZSXQYNT-MPIMZMORNA-N,CHEMBL431978,1509,A,5.49,chembl20,45153,9606,CTSD,998,C1(C(NC2=CC=C(SC3=NC=4C=CC=CC4O3)C=C2)=O)=C(C(Cl)=CC(=C1)Cl)O
AIRJAGKBYXLOQH-QWTCTUHBNA-N,CHEMBL68214,1509,N,4.85,chembl20,45186,9606,CTSD,998,N1C(S/C(/C1=O)=C\C=2C=CC(OCC3=CC(O)=C(C=C3)C(=O)C)=CC2)=S
DIBLNVRMNVPDAB-XQAVWUTINA-N,CHEMBL1270431,1509,N,4.65,chembl20,674724,9606,CTSD,998,C1(=N[C@@](C(=O)N1C)(C2=CC=CC=C2)C=3C=CC(=C(C3)C)OC(F)F)N
BMASJJOJXPLURJ-MRSUPTMINA-N,CHEMBL2349616,1509,A,5.2,chembl20,954242,9606,CTSD,998,C12(C(N(C(=N1)N)C)=O)CC(C)(C)OC3=C2C=C(C=C3)C4=CC=C(C=C4)OC
BHAHIONIGQVZOZ-TWSYTRIPNA-N,CHEMBL2349474,1509,A,6.22,chembl20,954242,9606,CTSD,998,C12(C(N(C(=N1)N)C)=O)CC(C)(C)SC3=C2C=C(C=C3)C4=CC(=CC=C4)C#N
CHEJNLZFCWFZMD-TWSYTRIPNA-N,68322072,1509,A,6.6038,pubchem,741674,9606,CTSD,998,FC1=C(C2=CC=3C4(N=C(N(C4=O)C)N)CC(OC3C=C2)(C)C)C=C(OC)C=C1
BYOHYWAJTOLKKC-TWSYTRIPNA-N,CHEMBL1092476,1509,N,4.68,chembl20,625149,9606,CTSD,998,C1(N=C(N)N(C1=O)C)(C=2C=CC=C(C2)C3=CC=CC(=C3)F)C4=CC=NC=C4
AYXHXAPMJNZSFH-PECIQRARNA-N,CHEMBL1091463,1509,N,4.47,chembl20,625149,9606,CTSD,998,C1(N=C(N)N(C1=O)C)(C=2C=CC=C(C2)C3=CC(=CC(=C3)F)F)C4=CC=NC=C4
AWSZXXRYNSNVQU-HPHMPNDVNA-N,CHEMBL1824348,1509,N,4.41,chembl20,767495,9606,CTSD,998,C1(C(N(C(N)=N1)C)=O)(C=2C=CC=C(C2)C3=CN=CN=C3)C4=C(SC=C4)C
FJIMRIOSHHZOSF-GZTFIZLCNA-N,CHEMBL402330,1509,N,4.6,chembl20,464834,9606,CTSD,998,C1C2CC3(CC1CC(C3)C2)C=4N(C(=CC4)C5=CC=CC=C5)CC(N=C(N)N)=O
GXJIAAQHNJAEQT-TWSYTRIPNA-N,71624581,1509,A,6.32148,pubchem,741674,9606,CTSD,998,ClC1=CC(C2=CC=3C4(N=C(N(C4=O)C)N)CC(SC3C=C2)(C)C)=CC(F)=C1
FCWGSUKXROLTNW-RTWAWAEBNA-N,CHEMBL2322896,1509,N,4.96,chembl20,941702,9606,CTSD,998,N(C=1C=CC=CC1)(C=2C=CC(=CC2)Cl)C[C@@H]3CNC[C@H]3CC=4C=CC=CC4
GHOCUPUZWUQCGD-MPIMZMORNA-N,CHEMBL309479,1509,A,5.6,chembl20,45153,9606,CTSD,998,C1(=NC=2C=CC=CC2S1)SC3=NC=C(NC(C4=C(C(Cl)=CC(=C4)Cl)O)=O)C=C3
GIDCLQLMYYYDAO-PECIQRARNA-N,CHEMBL1092786,1509,N,4.88,chembl20,625149,9606,CTSD,998,C1(N=C(N)N(C1=O)C)(C=2C=CC=C(C2)C3=CC=CC(=C3F)F)C4=CC=NC=C4
GKSMDAOMTBHTCV-MPIMZMORNA-N,11406807,1509,A,7.22185,pubchem,271447,9606,CTSD,998,O(C=1C(=C2C(=CC1)C=CC=C2)C(=O)C3=CC(OC)=C(OC)C(OC)=C3)CC(=O)O
DPCYVTLHSJTHTE-LQFNOIFHNA-N,CHEMBL315139,1509,A,5.74,chembl20,45153,9606,CTSD,998,C1(=NC=2C=CC=CC2S1)SC3=C(C=C(NC(C4=C(C(Cl)=CC(=C4)Cl)O)=O)C=C3)Cl
DNDFMOOQRXKYQL-HPHMPNDVNA-N,CHEMBL1824134,1509,N,4.12,chembl20,767495,9606,CTSD,998,C1(C(N(C(N)=N1)C)=O)(C=2C=CC=C(C2)C3=CN=CN=C3)C4=CN(N=C4)CC
GAYCZOAOOLHOPO-QVUQFMIFNA-N,CHEMBL1824349,1509,N,4.62,chembl20,767495,9606,CTSD,998,C1(C(N(C(N)=N1)C)=O)(C=2C=CC=C(C2)C3=CN=CN=C3)C4=CSC(=C4)CC
FZLXQJTVZVUDNY-LQFNOIFHNA-N,CHEMBL86237,1509,A,5.89,chembl20,45153,9606,CTSD,998,C1(=NC=2C=CC=CC2S1)SC3=CC(C)=C(NC(C4=C(C(Cl)=CC(=C4)Cl)O)=O)C=C3
INKNZABLNYYGBD-MRSUPTMINA-N,CHEMBL598259,1509,N,3.98,chembl20,612757,9606,CTSD,998,C1(N=C(N)N(C1=O)C)(C=2C=CC=C(C2)C3=CN=CN=C3)C4=CC=NC(=C4)CC
IKJXVRPWMOVIMY-MRSUPTMINA-N,CHEMBL1824144,1509,N,4.89,chembl20,767495,9606,CTSD,998,C1(C(N(C(N)=N1)C)=O)(C2=CC=CC(=C2)C=3C=CC=NC3F)C4=CN(N=C4)CC
LASIJFPKQNWUQE-TWSYTRIPNA-N,CHEMBL2349613,1509,A,5.93,chembl20,954242,9606,CTSD,998,C12(C(N(C(=N1)N)C)=O)CC(C)(C)OC3=C2C=C(C=C3)C4=CC(=CC=C4)C#N
JSFZAZDZIONDON-UHFFFAOYNA-N,CHEMBL1699130,1509,A,5.03,chembl20,747701,9606,CTSD,998,O=C(N(CCN(C(=O)CCC(OC)=O)CC1=CC=CC=C1)CC2=CC=CC=C2)CCC(OC)=O
CASCWMDKZDIOHH-UHFFFAOYNA-N,CHEMBL1941013,1509,A,5.7,chembl20,797830,9606,CTSD,998,C=1C=C2N(CC(C=3C=CC(=CC3)C4=CC=CC=C4)=O)C(C5=CC=CC=N5)=NC2=CC1
CORGHEXKCNZSJU-SDRQFZCRNA-N,CHEMBL1824133,1509,N,4.26,chembl20,767495,9606,CTSD,998,C1(C(N(C(N)=N1)C)=O)(C=2C=CC=C(C2)C3=CN=CN=C3)C4=CN(N=C4)C
DCYJRONKTIQNEU-MRSUPTMINA-N,CHEMBL598257,1509,N,3.9,chembl20,612757,9606,CTSD,998,C1(N=C(N)N(C1=O)C)(C=2C=CC=C(C2)C=3C=NC=CC3)C4=CC=NC(=C4)C
KKUVYLRKCGXDSS-ZFJUVRDGNA-N,CHEMBL583899,1509,A,5.21,chembl20,597056,9606,CTSD,998,C1C2CC3(C4(C(N(C)C(=N4)N)=O)C5=CC=C(C=C5)OC(F)(F)F)CC1CC(C2)C3
KITXOXOZOIMSTQ-PECIQRARNA-N,53493350,1509,A,5.72262,pubchem,741674,9606,CTSD,998,O=C1N(C(=NC12CC(CC3=C2C=C(C=C3)C=4C=C(C=CC4)C#N)(C)C)N)C
MADLMWLQBKXXTR-PECIQRARNA-N,CHEMBL1092475,1509,N,4.62,chembl20,625149,9606,CTSD,998,C1(N=C(N)N(C1=O)C)(C=2C=CC=C(C2)C3=CC=CC(=C3)C#N)C4=CC=NC=C4
JZNKQQVSIQJQJN-MPIMZMORNA-N,CHEMBL84561,1509,A,5.52,chembl20,45153,9606,CTSD,998,C1(=NC=2C=CC=CC2S1)SC3=CC=C(NC(C4=C(C(Cl)=CC(=C4)Cl)O)=O)C=C3
KDQOKQMKZFPQBM-MPIMZMORNA-N,CHEMBL315691,1509,A,5.55,chembl20,45153,9606,CTSD,998,C1(C(NC2=CC=C(OC3=NC=4C=CC=CC4S3)C=C2)=O)=C(C(Cl)=CC(=C1)Cl)O
IXGXVDWUAASEAH-HDBSGMKZNA-N,CHEMBL1271346,1509,A,5.21,chembl20,674724,9606,CTSD,998,C1(=N[C@@](C2=CC(=CC=C2)C#CCOC)(C=3C=CC(=CC3)OC(F)F)C(=O)N1C)N
HZIOSWLCMNAEBB-TWSYTRIPNA-N,CHEMBL584284,1509,N,4.95,chembl20,597056,9606,CTSD,998,C1C2CC3CC1CC(C4(C(N(C)C(=N4)N)=O)C5=CC(=C(C=C5)OC)C)(C3)C2
JFRILJOYQQJENP-MRSUPTMINA-N,CHEMBL2349497,1509,A,5.64,chembl20,954242,9606,CTSD,998,C12(C(N(C(=N1)N)C)=O)CC(C)(C)OC3=C2C=C(C=C3)C4=CC(=CC=C4)F
JCEVTYZGXQGFEM-MRSUPTMINA-N,CHEMBL1824357,1509,A,5.66,chembl20,767495,9606,CTSD,998,C1(C(N(C(=N1)N)C)=O)(C=2C=CC(=C(C2)C=3C(=NC=CC3)F)F)C4=CSC=C4
HPIQWCZVOWLGJL-ZFJUVRDGNA-N,CHEMBL2177329,1509,N,4.86,chembl20,874924,9606,CTSD,998,N=1C2(COC1N)C3=CC(=CC=C3OC4=C2C=C(C=C4)OC)C5=C(C(=CC=C5)Cl)F
PVTVKIDYHUXCHW-TWSYTRIPNA-N,CHEMBL1092124,1509,N,4.91,chembl20,625149,9606,CTSD,998,C1(N=C(N)N(C1=O)C)(C=2C=CC=C(C2)C3=CC=CC(=C3)OC)C4=CC=NC=C4
