Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
JXLXHUTXJMZVGZ-UHFFFAOYNA-N,CHEMBL1762557,23621,A,5.05,chembl20,741437,9606,BACE1,7740,C1=CC=C2C(=C1O)C(C(=CC2=O)C3=CC=CC=C3)=O
IONZMLSFEITLRK-KVHHABOKNA-N,CHEMBL568966,23621,N,4.82,chembl20,592921,9606,BACE1,7740,C1(OCCCC)=C(Cl)C=C(C=C1)CSC(=N)N
IMXIFGHLRHXQGE-YGPBECBDNA-N,CHEMBL2011274,23621,N,2.41,chembl20,811060,9606,BACE1,7740,C=1(C=CC=2C(C1)=CC=C(N2)N)C(F)(F)F
PQWQVZVWCFLQGK-YHSKDTNENA-N,CHEMBL1981917,23621,N,3.49,chembl20,811060,9606,BACE1,7740,S1C=2C(C(=NC=3C1=CC=CC3)N)=C(F)C=CC2
RAKJVIPCCGXHHS-UHFFFAOYNA-N,CHEMBL350475,23621,N,3.11,chembl20,795223,9606,BACE1,7740,C=1C=C2C=CC(OC2=C(CC=C(C)C)C1O)=O
QOTBQNVNUBKJMS-UHFFFAOYNA-N,CHEMBL303846,23621,N,3.07,chembl20,795223,9606,BACE1,7740,C=1C2=C(C=C3C1OC(C=C3)=O)C=CC(O2)(C)C
RSZDAYHEZSRVHS-UHFFFAOYNA-N,CHEMBL1928409,23621,N,3.29,chembl20,795223,9606,BACE1,7740,C1(OC)=C(C=C2C=CC(OC2=C1)=O)CC=C(C)C
XJCJGDOLNLEZIY-YHSKDTNENA-N,CHEMBL575232,23621,N,4.49,chembl20,592921,9606,BACE1,7740,C=1C=CC(=C(N1)N)CCC2=CC(Cl)=CC=C2
UNRQZWDGGRFKTL-YGPBECBDNA-N,CHEMBL2011276,23621,N,2.54,chembl20,811060,9606,BACE1,7740,C=1C=CC=2C(C1)=C(C=C(N2)N)C(F)(F)F
SMHJTSOVVRGDEO-UHFFFAOYNA-N,CHEMBL156692,23621,N,3.0,chembl20,795223,9606,BACE1,7740,C1(OCC=C(C)C)=CC=C2C(=C1)OC(C=C2)=O
SKHMHSCEONTQTF-YGPBECBDNA-N,CHEMBL1821801,23621,N,4.41,chembl20,765826,9606,BACE1,7740,N1=C(C=CC=2C=C(C=CC12)C=3C=CSC3)N
UZBGOMQLPVPSHH-QZINJFTLNA-N,CHEMBL235763,23621,N,3.32,chembl20,451976,9606,BACE1,7740,N1C(=O)CC(N=C1N)C2=CC=C(C(=C2)Cl)Cl
URQFBHCCEWZHPM-DLGLGFIGNA-N,CHEMBL239638,23621,A,5.7,chembl20,451977,9606,BACE1,7740,N1(C(=O)CC(C)(C2=CC=CC=C2)N=C1N)C
VKHSIJFRPDEMHV-DLGLGFIGNA-N,CHEMBL2365642,23621,N,4.39,chembl20,971076,9606,BACE1,7740,CC1(C2=CC=C(C=C2)OC)N=C(SCC1)N
CLWNPHZHMCTISO-HVXXBKQBNA-N,CHEMBL1821804,23621,N,4.97,chembl20,765826,9606,BACE1,7740,N1=C(C=CC=2C=C(C=CC12)C=3C(=CC=CC3)Cl)N
CGNIKISUVFSKGJ-HVXXBKQBNA-N,CHEMBL1821803,23621,N,4.97,chembl20,765826,9606,BACE1,7740,N1=C(C=CC=2C=C(C=CC12)C=3C(=CC=CC3)C)N
CAWHKPJUIVRGRJ-HVXXBKQBNA-N,CHEMBL1821806,23621,N,2.7,chembl20,765826,9606,BACE1,7740,N1=C(C=CC=2C=C(C=CC12)C=3C=CC(=CC3)Cl)N
BSPRSYCGMJBMNU-NLMIROKBNA-N,CHEMBL397162,23621,N,4.1,chembl20,451976,9606,BACE1,7740,N1C(CC(C)(C2=CC(=C(C=C2)Cl)Cl)N=C1N)=O
BVVCBZSERKSMIE-UHFFFAOYNA-N,CHEMBL1762683,23621,N,4.8,chembl20,741437,9606,BACE1,7740,C1=C(C(C=2C=CC=CC2)=CC(=C1C=3C=CC=CC3)O)O
CKMNYFMEILPBLI-ZHLVXTBQNA-N,CHEMBL449357,23621,N,4.6,chembl20,500750,9606,BACE1,7740,C1CCCC1(C=2C=CC(=CC2)OC)C=3N=C(SC3)N
KZNIFHPLKGYRTM-UHFFFAOYNA-N,CHEMBL28,23621,N,4.41,chembl20,932821,9606,BACE1,7740,C1=CC(O)=CC=C1C=2OC3=C(C(C2)=O)C(=CC(=C3)O)O
KMAGLUVYQQBXIR-QDYITYEQNA-N,CHEMBL56002,23621,N,4.7,chembl20,715421,9606,BACE1,7740,C1(=NC(C=2C=CC=CC2)(C3=CC=CC=C3)C(N1)=O)N
MIBILXKDCGXTKZ-UHFFFAOYNA-N,CHEMBL3237521,23621,A,5.26,chembl20,1335187,9606,BACE1,7740,C=1(C(=CC=C(C1)C(C2=CC=C(C=C2)C)=O)O)F
IAMIFCZOYVOTFD-HVXXBKQBNA-N,CHEMBL589163,23621,A,5.97,chembl20,603776,9606,BACE1,7740,C=1(N)N(C)C(C(C2CCCCC2)(N1)C3CCCCC3)=O
IGWDEVSBEKYORK-UHFFFAOYNA-N,CHEMBL448060,23621,N,3.61,chembl20,795222,9606,BACE1,7740,O1C=2C=C3OC(C=CC3=C(C2C=C1)OCC=C(C)C)=O
JMQQPOWQXSLUPD-ZHLVXTBQNA-N,CHEMBL1821802,23621,N,4.65,chembl20,765826,9606,BACE1,7740,N1=C(C=CC=2C=C(C=CC12)C=3C=CC=CC3)N
OLOOJGVNMBJLLR-UHFFFAOYNA-N,CHEMBL453805,23621,N,4.52,chembl20,607314,9606,BACE1,7740,O1C=2C(OCC=C(C)C)=C3OC(C=CC3=CC2C=C1)=O
NFQQEWLVDJRZJJ-YGPBECBDNA-N,CHEMBL572367,23621,N,3.7,chembl20,592911,9606,BACE1,7740,C1(=NC(C(=O)N1CC2=CC=CC(=C2)Cl)(C)C)N
NHJCZSSEYRWDOJ-YHSKDTNENA-N,CHEMBL239639,23621,N,4.47,chembl20,451977,9606,BACE1,7740,N1(C)C(=NC(CCC2=CC=CC=C2)(C)CC1=O)N
NGUCVVFVOGTYPE-HVXXBKQBNA-N,CHEMBL1821805,23621,A,5.14,chembl20,765826,9606,BACE1,7740,N1=C(C=CC=2C=C(C=CC12)C=3C=C(C=CC3)Cl)N
OSHSZKRWKLQZBV-ZHLVXTBQNA-N,CHEMBL221118,23621,N,4.03,chembl20,428441,9606,BACE1,7740,NC1=NC(=CC=C1)CCC=2C=C3C(=CC2)C=CN3
LKPNTMRUGRFRCU-UHFFFAOYNA-N,CHEMBL1762554,23621,N,4.9,chembl20,741437,9606,BACE1,7740,C=1C=C(C2=C(C1)C(C(=CC2=O)C3=CC=CC=C3)=O)O
WLRRZYUYUADNSQ-HVXXBKQBNA-N,CHEMBL2011277,23621,N,4.41,chembl20,811060,9606,BACE1,7740,C1(=CC2=CC=C(N)N=C2C=C1)C3=C(C=CC=C3)F
OGEZYPPIKAJNGR-YHSKDTNENA-N,CHEMBL511383,23621,N,3.66,chembl20,500750,9606,BACE1,7740,C1CCCC1(C=2C=CC=CC2)C=3N=C(SC3)N
VRAZIAJSKFRSIP-ZQWNFEKENA-N,CHEMBL236777,23621,N,4.07,chembl20,451976,9606,BACE1,7740,NC=1N=C(C=C(N1)O)CCC=2C=CC=3C=CNC3C2
XPFGLSFZHFEJTJ-ZHLVXTBQNA-N,CHEMBL448459,23621,N,4.42,chembl20,500750,9606,BACE1,7740,C1CCCC1(C=2C=CC(=CC2)Cl)C=3N=C(SC3)N
YAAJKPNTCJOTMX-UHFFFAOYNA-N,CHEMBL2169930,23621,N,4.7,chembl20,864591,9606,BACE1,7740,C1(N(C(CC(=N1)CCC=2C=C(C=CC2)Br)=O)C)=N
SMDLELADPFDJCZ-UHFFFAOYNA-N,CHEMBL1762679,23621,N,4.94,chembl20,741437,9606,BACE1,7740,C1(=CC(C=C(C1=O)C=2C=CC=CC2)=O)C3=CC=CC=C3
UTGTVDAIRBBAPK-UHFFFAOYNA-N,CHEMBL1762553,23621,A,5.09,chembl20,741437,9606,BACE1,7740,C1=CC=C2C(=C1)C(C(=CC2=O)C3=CC=C(C=C3)O)=O
AKPBLEPQPPQCKV-UHFFFAOYNA-N,CHEMBL602233,23621,N,4.79,chembl20,607314,9606,BACE1,7740,O1C=CC=2C(=C(CCC(OC)=O)C(=CC21)OC)OCC=C(C)C
AHEPGAVEXASANC-UHFFFAOYNA-N,CHEMBL1762555,23621,N,4.79,chembl20,741437,9606,BACE1,7740,C1=CC(=C2C(=C1)C(C(=CC2=O)C3=CC=C(C=C3)O)=O)O
BEYIWVKWKJROGZ-UHFFFAOYNA-N,CHEMBL1934070,23621,N,3.16,chembl20,795223,9606,BACE1,7740,C=1(C2=C(C(=C3C=COC31)OCC=C(C)C)C=CC(=O)O2)O
FEZQZQTWDYTJPE-HVXXBKQBNA-N,16050931,23621,A,6.00436,pubchem,452718,9606,BACE1,7740,O=C1N(C(=NC1(C2CCCCC2)C3=CC=CC=C3)N)C
GGFQOAKBKNUHNP-HVXXBKQBNA-N,CHEMBL2180019,23621,A,5.37,chembl20,872806,9606,BACE1,7740,C1(N=C(C(=N1)C)N)(C)C2=CC(=CC=C2)C3=CC=CN=C3
FMQGOSLZLQKFAM-UHFFFAOYNA-N,CHEMBL150,23621,N,4.83,chembl20,932821,9606,BACE1,7740,C1=C(C2=C(C=C1O)OC(C(C2=O)=O)C3=CC=C(C=C3)O)O
IUKUGGBBLOTFNV-QPJJXVBHNA-N,CHEMBL2180475,23621,A,6.57,chembl20,932821,9606,BACE1,7740,C1=C(C=CC(=C1O)C(/C=C/C2=CC=CC(=C2O)O)=O)O
BMLZFLQMBMYVHG-UHFFFAOYNA-N,CHEMBL452751,23621,N,2.84,chembl20,795222,9606,BACE1,7740,C1(=C2C(=C(C=3C=COC13)OC)C=CC(O2)=O)OCC=C(C)C
DXDRHHKMWQZJHT-FPYGCLRLNA-N,CHEMBL129795,23621,N,4.48,chembl20,932821,9606,BACE1,7740,C1(=CC=C(C(=C1)O)C(/C=C/C2=CC=C(C=C2)O)=O)O
MEXMXUGSZIRNGZ-UHFFFAOYNA-N,54582051,23621,A,5.04096,pubchem,591286,9606,BACE1,7740,OC1=C(C=2C=CC(OC)=CC2)C=C(O)C=C1C3=CC=CC=C3
IMGNUVBMHZZYCN-ZHLVXTBQNA-N,15951413,23621,A,5.572,pubchem,566893,9606,BACE1,7740,O=C1N(C(=NC1(C2=CC=CC=C2)C=3C=CN=CC3)N)C
HDAYRYBSIZAJHW-UHFFFAOYNA-N,CHEMBL592382,23621,N,3.69,chembl20,607314,9606,BACE1,7740,O1C=CC2=C(C(CCC(OC)=O)=C(C=C21)O)OCC=C(C)C
JSYIAPKPQCPSGC-YSFRZULJNA-N,CHEMBL2380445,23621,A,7.4,chembl20,960199,9606,BACE1,7740,C1(NC(CCS1)=N)(C2=CC=CC(=C2)C3=CN=CN=C3)C
RNWLAFWLSSMCLN-HVXXBKQBNA-N,CHEMBL291784,23621,A,5.47,chembl20,612751,9606,BACE1,7740,C1(C=2C=CC=CC2)(C3=CC=CC=C3)N=C(N(C1=O)C)N
QPKOKKANINIMQF-UHFFFAOYNA-N,CHEMBL2397757,23621,N,3.74,chembl20,1365282,9606,BACE1,7740,C1(=C(C=C(C(=C1)OC)C(C=2C=CC=CC2O)=CC)O)OC
NAIMLLJOOQROJZ-DZQCGVKKNA-N,CHEMBL567053,23621,A,5.1,chembl20,715421,9606,BACE1,7740,C1(=NC(C=2C=CC=CC2)(C3=CC=CC=C3)C(N1CC)=O)N
NQSBHBFOOVYRNM-DZQCGVKKNA-N,CHEMBL220346,23621,N,4.0,chembl20,428441,9606,BACE1,7740,NC=1N=CC=CC1NCC=2C=C(C=CC2)C=3C=NC=CC3
NNDOCYLWULORAM-UHFFFAOYNA-N,CHEMBL1934194,23621,N,2.46,chembl20,795222,9606,BACE1,7740,C=1(OC)C=2OC=CC2C(=C3C1OC(=O)C=C3)OCC=C(C)C
KGIWEWDWYIWUOE-UHFFFAOYNA-N,CHEMBL237891,23621,N,4.8,chembl20,451976,9606,BACE1,7740,N1(C(=N)N=C(CC1=O)CCC2=CC3=C(C=C2)C=CN3)C
XICGXUBMFPRVMO-YHSKDTNENA-N,CHEMBL239425,23621,A,5.46,chembl20,451978,9606,BACE1,7740,N1(C(=NC(C)(C2=CC(=C(C=C2)Cl)Cl)CC1=O)N)C
VZJNXLGUVHEJIS-UHFFFAOYNA-N,CHEMBL237889,23621,N,4.57,chembl20,451979,9606,BACE1,7740,N1(C(=N)N=C(CC1=O)CCC2=CC=3C(C=C2)=CC=CC3)C
WPQMXIVLBKVNTC-ZQWNFEKENA-N,CHEMBL2172792,23621,N,3.89,chembl20,864590,9606,BACE1,7740,C(CC=1C=C(N=C(N1)N)O)C2=CC=C3C(=C2)C=CN3
SVHVIRBGQRDCIB-VPQZEOPVNA-N,CHEMBL190346,23621,N,4.54,chembl20,303463,9606,BACE1,7740,N1=C(NC(NC=2C=C(C(=O)C)C=CC2)=O)SN=C1SCC
UKYITZHCXATSAD-DZQCGVKKNA-N,CHEMBL566007,23621,A,5.67,chembl20,597057,9606,BACE1,7740,C1(=NC(C=2C=CC=CC2)(C3=CC=C(C=C3)Cl)C(N1C)=O)N
SRURJJYDFSINQP-UHFFFAOYNA-N,CHEMBL1762558,23621,N,4.99,chembl20,741437,9606,BACE1,7740,C=1C=CC2=C(C1OC)C(C(=CC2=O)C3=CC=C(C=C3)O)=O
UUHMAMHYWPIJTN-UHFFFAOYNA-N,CHEMBL2059330,23621,A,5.12,chembl20,830169,9606,BACE1,7740,C(SC=1C(=CC=CC1)Cl)C(CN2C=CC=3C=CC=C(C23)CC)O
YUSMYCUJOJEXRA-YSFRZULJNA-N,CHEMBL3261060,23621,A,6.15,chembl20,1351638,9606,BACE1,7740,C1(C2=CC(=CC=C2)C3=CN=CN=C3)(C)NC(COC1)=N
YRAQEMCYCSSHJG-NSHDSACANA-N,CHEMBL201152,23621,N,2.72,chembl20,795223,9606,BACE1,7740,C=1C=C2C(=C3C1O[C@@H](C3)C(C)(C)O)OC(C=C2)=O
YBXYRCPLMQWARC-UHFFFAOYNA-N,CHEMBL1762681,23621,N,4.87,chembl20,741437,9606,BACE1,7740,C1(=CC(=O)C=C(C1=O)C=2C=CC=CC2)C3=CC=C(C=C3)OC
DASNJRUZVNGPCB-DZQCGVKKNA-N,CHEMBL2011971,23621,A,6.26,chembl20,809981,9606,BACE1,7740,C1(C(N(C)C(N)=N1)=O)(C=2C=CC=CC2)C3=CC(=CC=C3)C
CTJZWFCPUDPLME-LLVKDONJNA-N,CHEMBL500034,23621,N,3.35,chembl20,795222,9606,BACE1,7740,C1(=C2C(=CC=3C=COC31)C=CC(=O)O2)OC[C@@H]4C(O4)(C)C
AJFANYLCUHILPU-VEWCPZSHNA-N,CHEMBL1163707,23621,N,4.0,chembl20,638726,9606,BACE1,7740,N=1C(=NC(OC)=NC1NCCN2CCOCC2)NC3=CC=C(I)C=C3
ANSZCQRIRIGXEN-UHFFFAOYNA-N,CHEMBL2059593,23621,A,5.08,chembl20,830169,9606,BACE1,7740,C(C(CSC=1C(=CC=CC1)Cl)O)N2C=3CCCCC3C=4C=CC=CC42
CRVBAIKEFVZIOQ-TXSGWPFENA-N,CHEMBL3261059,23621,A,6.24,chembl20,1351638,9606,BACE1,7740,C1(C=2C=C(C=CC2)NC=3C=CON3)(C)NC(COC1)=N
BNTCTQFWBJMVDZ-DZQCGVKKNA-N,CHEMBL576628,23621,A,5.46,chembl20,715421,9606,BACE1,7740,C=1(N(C(C(C=2C=CC=CC2)(C3=CC(=CC=C3)OC)N1)=O)C)N
AFSDNFLWKVMVRB-UHFFFAOYNA-N,CHEMBL6246,23621,A,5.41,chembl20,1365275,9606,BACE1,7740,C1=2C=3C=4C(OC1=O)=C(C(=CC4C(OC3C(=C(C2)O)O)=O)O)O
AHNGNPKUTAWEGW-VRGMUVNCNA-N,CHEMBL1222034,23621,N,2.54,chembl20,651539,9606,BACE1,7740,C1=C(Cl)C=C2C(N(CCCC(NCC3CC3)=O)C(N)=N2)=C1
BQXTVXKBKBWXGX-UHFFFAOYNA-N,CHEMBL2059592,23621,N,4.96,chembl20,830169,9606,BACE1,7740,C(C(CSC=1C(=CC=CC1)F)O)N2C=3CCCCC3C=4C=CC=CC42
BEYGOLPVUQKUTI-SDRQFZCRNA-N,CHEMBL2180018,23621,A,5.66,chembl20,872806,9606,BACE1,7740,C1(N=C(C(=N1)C)N)(C)C2=CC(=CC=C2)C=3C=C(C=CC3)OC
BDFKXRSCQTWQKS-UHFFFAOYNA-N,CHEMBL2059453,23621,N,4.67,chembl20,830169,9606,BACE1,7740,C(C(CSC=1C(=CC=CC1)C)O)N2C3=C(C=4C=CC=CC24)CCC3
ASTLBNTZIYCRIB-GPQMBLKYNA-N,CHEMBL589416,23621,N,3.69,chembl20,607314,9606,BACE1,7740,O1C=CC=2C(=C(CCC(=O)O)C(=CC21)OC)OCC=C(C)C
AYAFQQLEQMIVCQ-UHFFFAOYNA-N,CHEMBL1762560,23621,A,5.19,chembl20,741437,9606,BACE1,7740,C1=C(C(=O)C=C(C1=O)C=2C=CC=CC2)C3=CC=C(C=C3)C(F)(F)F
GXIYDZKKEVFVBB-UHFFFAOYNA-N,CHEMBL396830,23621,N,4.29,chembl20,451976,9606,BACE1,7740,N1(C(=N)N=C(CC1=O)CCC2=CC(=CC=C2)C=3NC=CC3)C
FCDLCPWAQCPTKC-UYBDAZJANA-N,10168,23621,N,,pubchem,1128624,9606,BACE1,7740,OC1=C2C(C(=O)C=3C(C2=O)=C(O)C=CC3)=CC(=C1)C(O)=O
GCJNGEZDKLVQNN-ZHLVXTBQNA-N,CHEMBL2349610,23621,N,4.43,chembl20,954243,9606,BACE1,7740,C12(C(N(C(=N1)N)C)=O)CC(C)(C)OC3=C2C=C(C=C3)Br
DAWFJSNCVYTRMO-NPVYFSBINA-N,71681473,23621,A,6.10237,pubchem,745832,9606,BACE1,7740,ClC=1C=C(C2=CC(C3(OCCC(N3)=N)C)=CC=C2)C=CC1
GLDXOCWHGGKCRK-UHFFFAOYNA-N,CHEMBL2059329,23621,N,4.98,chembl20,830169,9606,BACE1,7740,C(C(CSC=1C=C2C=CC=CC2=CC1)O)N3C=CC=4C=CC=CC34
GJBZQLOSCWVBDU-SDRQFZCRNA-N,CHEMBL466782,23621,N,4.49,chembl20,500750,9606,BACE1,7740,C(C1=CC=C(OC)C=C1)(CC2=CC=CC=C2)C3=CSC(=N3)N
DOBKRHKXKDKCIU-SDRQFZCRNA-N,CHEMBL605079,23621,A,5.41,chembl20,603784,9606,BACE1,7740,C=1(N)N(C(=O)C(C2CCCCC2)(N1)C3=CC=CC=C3)CCCO
DODYWTFDGHLEGL-QDYITYEQNA-N,CHEMBL1221978,23621,N,3.71,chembl20,651539,9606,BACE1,7740,C1=C(Cl)C=C2C(N(C(N)=N2)CCCC(NC(C)C)=O)=C1
IGNGBYRXCGBMGS-NPVYFSBINA-N,CHEMBL1163699,23621,N,4.0,chembl20,638726,9606,BACE1,7740,N=1C(NCC=2C=CC(I)=CC2)=NC(=NC1NCCN3CCOCC3)Cl
HQOFZPLMGHLAJL-VEWCPZSHNA-N,71680849,23621,A,5.49485,pubchem,745832,9606,BACE1,7740,S1C(NC(=N)C1)(C=2C=C(C3=CC(OC)=CC=C3)C=CC2)C
AQHOTHAHFTXYGX-UHFFFAOYNA-N,CHEMBL2059624,23621,A,5.02,chembl20,830169,9606,BACE1,7740,C(C(CSC=1C(=CC=CC1)Cl)O)OC=2C=CC(=CC2)CC=3C=CC=CC3
AEVBKBAFFJKFJZ-QVUQFMIFNA-N,CHEMBL221170,23621,N,4.6,chembl20,428441,9606,BACE1,7740,COC1=CC=CC(=C1)C2=CC(=CC=C2)CCC=3N=C(C=CC3)N
GRFOHUBBUMAJMM-HPHMPNDVNA-N,CHEMBL1821809,23621,N,4.42,chembl20,765826,9606,BACE1,7740,C(CCC=1C(=NC2=CC=CC=C2C1)N)(=O)N(C3CCCCC3)C
KJAFJYBODAUFPQ-UHFFFAOYNA-N,CHEMBL2059594,23621,N,4.82,chembl20,830169,9606,BACE1,7740,C(C(CSC=1C=CC(=CC1)OC)O)N2C=3CCCCC3C=4C=CC=CC42
JFCOBIVMEHQRGN-HWHDIUAINA-N,71713793,23621,A,5.76447,pubchem,757915,9606,BACE1,7740,S1CC(N=C1N)(C=2C=C(NC(=O)C3=NC=CC=C3)C=CC2)C
JJTPYFCWWWQZEP-UHFFFAOYNA-N,CHEMBL2059596,23621,A,5.27,chembl20,830169,9606,BACE1,7740,C(C(CSC=1C(=CC=CC1)F)O)N2C=3C=CC=CC3C=4C=CC=CC42
HFZXKRVFJQSEJD-QWOVJGMINA-N,2558390,23621,N,,pubchem,727511,9606,BACE1,7740,O=C(NCC1=CC=CC=C1)CC2=CC=C(C=C2)C3=CC=CC=C3
JUVPWBCCVAWDJF-UHFFFAOYNA-N,CHEMBL28626,23621,N,4.91,chembl20,744132,9606,BACE1,7740,O1C(C(=O)C(=O)C2=C1C=C(O)C=C2O)C3=C(O)C=C(O)C=C3
IOMGZABPJCYSCQ-UHFFFAOYNA-N,CHEMBL3237523,23621,A,5.47,chembl20,1335187,9606,BACE1,7740,C=1(C(=CC=C(C1)C(C2=CC=C(C=C2)CN(CCO)C)=O)O)F
PQRMRANNLMCJHJ-HPHMPNDVNA-N,CHEMBL2011278,23621,N,3.7,chembl20,811060,9606,BACE1,7740,C=1(C=CC2=C(C=CC(N)=N2)C1)C3=C(C=CC=C3)C(F)(F)F
PGAWZMRRCVSRIM-SDRQFZCRNA-N,CHEMBL220396,23621,N,4.4,chembl20,428441,9606,BACE1,7740,COC1=CN=CC(=C1)C2=CC(=CC=C2)CNC3=C(N=CC=C3)N
PEWFWDOPJISUOK-CYBMUJFWNA-N,CHEMBL454060,23621,N,2.95,chembl20,795223,9606,BACE1,7740,O1C=CC=2C(OC[C@H](C(C)(C)O)O)=C3C=CC(OC3=CC21)=O
OYLIDUDLEDFVAK-SDRQFZCRNA-N,70685235,23621,A,6.4318,pubchem,652909,9606,BACE1,7740,O=C1N(C(=NC1(C=2C=C(C=CC2)C#N)C3=CC=CC=C3)N)C
RDVISZKVVPEWHR-HADRGOQBNA-N,CHEMBL1164946,23621,N,3.3,chembl20,638726,9606,BACE1,7740,O=C(C(C)NC(=O)NCCNC(=O)NC(C(=O)O)C)O
QWEOCJPATDOXQJ-DZQCGVKKNA-N,45488113,23621,A,6.52288,pubchem,652909,9606,BACE1,7740,ClC=1C=C(C2(N=C(N(C2=O)C)N)C3=CC=CC=C3)C=CC1
RSDDHGSKLOSQFK-RVDMUPIBNA-N,CHEMBL307341,23621,N,3.46,chembl20,795222,9606,BACE1,7740,C1(OC/C=C(/CCC=C(C)C)\C)=CC=C2C(=C1)OC(=O)C=C2
QTAGQHZOLRFCBU-ZDUSSCGKNA-N,CHEMBL510120,23621,N,3.44,chembl20,795222,9606,BACE1,7740,C1(C=CC=2C(=C3C(=CC2O1)OC=C3)OC[C@@H]4OC4(C)C)=O
